t,paa0,pfe0,paa1,pfe1,daa0,dfe0,daa1,dfe1,cft0,cft1,pee0,pee1
58.4499,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.160406,0.0710352,92.5484,66.4765
58.5299,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.160156,0.071239,92.5484,66.4765
58.6098,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.678017,0.157946,0.0702994,92.5484,66.4765
58.6898,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.159659,0.0705762,92.5484,66.4765
58.7698,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.679754,0.159374,0.0714563,92.5484,66.4765
58.8498,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.670493,0.158764,0.0715122,92.5484,66.4765
58.9299,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.158559,0.0714563,92.5484,66.4765
59.0098,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.670204,0.158764,0.0707955,92.5484,66.4765
59.0899,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159584,0.0698284,92.5484,66.4765
59.1698,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.078233,0.678017,0.158764,0.0704911,92.5484,66.4765
59.2498,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.670204,0.159618,0.0699357,92.5484,66.4765
59.3298,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.16044,0.0695845,92.5484,66.4765
59.4098,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159339,0.0693181,92.5484,66.4765
59.4898,0.0552233,0.115752,-0.00460194,0.412367,0.638136,0.390084,-0.0705631,0.669915,0.158799,0.0694334,92.5484,66.4765
59.5698,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.160191,0.0693614,92.5484,66.4765
59.6498,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0690291,0.669915,0.159618,0.0686513,92.5484,66.4765
59.7298,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.160156,0.0695845,92.5484,66.4765
59.8097,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.160156,0.0690941,92.5484,66.4765
59.8897,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159618,0.0696419,92.5484,66.4765
59.9697,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.157946,0.0682129,92.5484,66.4765
60.0498,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.160156,0.0686513,92.5484,66.4765
60.1299,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159618,0.0686513,92.5484,66.4765
60.2098,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.162028,0.0689348,92.5484,66.4765
60.2898,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.16123,0.0684251,92.5484,66.4765
